latitude,longitude,lat,lng,OID,CLUES,ESTADO,CLAVE_ENT,MUNICIPIO,CLAVE_MUNICIPIO,CVE_MUN,NOMBRE_LOCALIDAD,CLAVE_LOCALIDAD,NOMBRE_JURISDICCION,CLAVE_JURISDICCION,NOMBRE_INSTITUCION,CLAVE_INSTITUCION,TIPO_ESTABLECIMIENTO,CLAVE_TIPO_ESTABLECIMIENTO,NOMBRE_TIPOLOGIA,CLAVE_TIPOLOGIA,NOMBRE_SUBTIPOLOGIA,CLAVE_SUBTIPOLOGIA,CONSULTORIOS_MED_GRAL,OTROS_CONSULTORIOS,TOTAL_CONSULTORIOS,CAMAS_HOS,OTRAS_CAMAS,TOTAL_CAMAS,UNIDAD,ATENC_COVID,ESTADO_FASE,FASE_1_COVID,FASE_2_COVID,FASE_3_COVID,CLAVE_VIALIDAD,TIPO_VIALIDAD,VIALIDAD,NUMERO_EXTERIOR,NUMERO_INTERIOR,CLAVE_TIPO_ASENTAMIENTO,TIPO_ASENTAMIENTO,ASENTAMIENTO,OBSERVACIONES_DIRECCION,CODIGO_POSTAL,ESTATUS_OPERACION,CLAVE_ESTATUS_OPERACION,FECHA_CONSTRUCCION,FECHA_INICIO_OPERACION,LATITUDE,LONGITUDE,INS_ADM,INS_ADM_CLAVE,NIVEL_ATENCION,CLAVE_NIVEL_ATENCION,ESTRATO_UNIDAD,CLAVE_ESTRATO_UNIDAD,AREAS_SERVICIOS,POB_ENT,POB_MUN,RES_MUN_18ABR,RES_MUN_18ABR,RES_MUN_19ABR,RES_MUN_20ABR
20.6475,-103.3605,20.6475,-103.3605,10669,JCIMS000371,JALISCO,14,GUADALAJARA,39,14039,GUADALAJARA,1,CENTRO GUADALAJARA,13,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DE HOSPITALIZACIÓN,2,HOSPITAL GENERAL REGIONAL,HGR,NO ESPECIFICADO,99,81,0,81,436,0,436,HGR 46 GUADALAJA,SI,2,,2 ATENCIÓN Y TRATAMIENTO,,5,CALLE,LÁZARO CÁRDENAS Y 8 DE JULIO,,,,,SECTOR JUÁREZ,"AV. LÁZARO CÁRDENAS Y 8 DE JULIO COL. SECTOR JUÁREZ C.P. 44910, GUADALAJARA, JALISCO",44910,EN OPERACION,1,,,20.6475,-103.3605,NO ESPECIFICADO,99,SEGUNDO NIVEL,2,URBANO,2,,7350682,1495189,68,69,69,71
20.7176,-103.3698,20.7176,-103.3698,11725,JCSSA007066,JALISCO,14,ZAPOPAN,120,14120,ZAPOPAN,1,CENTRO ZAPOPAN,10,SECRETARIA DE SALUD,SSA,DE HOSPITALIZACIÓN,2,HOSPITAL GENERAL,M,NO ESPECIFICADO,99,1,40,41,236,78,314,HOSPITAL GENERAL DE OCCIDENTE,SI,2,,2 ATENCIÓN Y TRATAMIENTO,,5,CALLE,ZOQUIPAN,1050 1050,,,,SEATLE,"AVENIDA ZOQUIPAN 1050, COL. SEATLE",45170,EN OPERACION,1,11/08/1950,11/10/1978,20.7176,-103.3698,SECRETARÍA DE SALUD ESTATAL,SESA,SEGUNDO NIVEL,2,URBANO,2,,7350682,1243756,53,54,54,58
20.7183,-103.371,20.7183,-103.371,11839,JCSSA012911,JALISCO,14,ZAPOPAN,120,14120,ZAPOPAN,1,CENTRO ZAPOPAN,10,SECRETARIA DE SALUD,SSA,DE APOYO,3,LABORATORIOS,LAB,NO ESPECIFICADO,99,0,0,0,0,0,0,LABORATORIO DE SALUD PUBLICA ESTATAL,SI,1,1 PRUEBAS DE DETECCIÓN,,,5,CALLE,ZOQUIPAN,1000 EDIF B,0,7,COLONIA,ZOQUIPAN,,45170,EN OPERACION,1,01/07/2001,01/04/1974,20.7183,-103.371,SECRETARÍA DE SALUD ESTATAL,SESA,NO APLICA,6,URBANO,2,,7350682,1243756,53,54,54,58
19.5266,-99.0821,19.5266,-99.0821,12306,MCIMS000232,MEXICO,15,ECATEPEC DE MORELOS,33,15033,ECATEPEC DE MORELOS,1,ECATEPEC,17,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DE HOSPITALIZACIÓN,2,HOSPITAL GENERAL DE ZONA,HGZ,NO ESPECIFICADO,99,55,0,55,144,0,144,HGZMF 76 XALOSTOC,SI,3,,,3 HOSPITAL ATENCIÓN Y TRATAMIENTO,,,KM. 12.5 ANTIGUA CARRETERA A PACHUCA RAYÓN VÍA MORELOS,,,,,XALOSTOC,"KM. 12.5 ANTIGUA CARRETERA A PACHUCA RAYÓN VÍA MORELOS COL. XALOSTOC C.P. 55120, ECATEPEC, EDO. DE MEX. ORIENTE",55120,EN OPERACION,1,,,19.5266,-99.0821,NO ESPECIFICADO,99,SEGUNDO NIVEL,2,URBANO,2,,15175862,1656107,108,123,138,141
19.5431,-99.205,19.5431,-99.205,12357,MCIMS000746,MEXICO,15,TLALNEPANTLA DE BAZ,104,15104,TLALNEPANTLA,1,TLALNEPANTLA,14,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DE HOSPITALIZACIÓN,2,HOSPITAL GENERAL REGIONAL,HGR,NO ESPECIFICADO,99,59,0,59,283,0,283,HGR 72 GUSTAVO BAZ,SI,3,,2 ATENCIÓN Y TRATAMIENTO,3 HOSPITAL ATENCIÓN Y TRATAMIENTO,,,FILIBERTO GÓMEZ ESQUINA GUSTAVO BAZ,,,,,,"FILIBERTO GÓMEZ ESQUINA GUSTAVO BAZ COL. C.P. 54030, TLALNEPANTLA, EDO. DE MEX. ORIENTE",54030,EN OPERACION,1,,,19.5431,-99.205,NO ESPECIFICADO,99,SEGUNDO NIVEL,2,URBANO,2,,15175862,664225,82,85,98,104
19.2829,-99.6394,19.2829,-99.6394,12364,MCIMS000816,MEXICO,15,TOLUCA,106,15106,TOLUCA DE LERDO,1,TOLUCA,5,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DE HOSPITALIZACIÓN,2,HOSPITAL GENERAL REGIONAL,HGR,NO ESPECIFICADO,99,37,0,37,259,0,259,HGR 220 TOLUCA,SI,2,,2 ATENCIÓN Y TRATAMIENTO,,5,CALLE,TOLLOCAN,620 ORIENTE,,,,VÉRTICE,"PASEO TOLLOCAN NO. 620 ORIENTE COL. VÉRTICE C.P. 50140, TOLUCA, EDO. DE MEX. PONIENTE",50140,EN OPERACION,1,,,19.2829,-99.6394,NO ESPECIFICADO,99,SEGUNDO NIVEL,2,URBANO,2,,15175862,819561,38,41,43,45
19.7428,-98.9729,19.7428,-98.9729,12400,MCIMS001171,MEXICO,15,TECÁMAC,81,15081,TECAMAC DE FELIPE VILLANUEVA,1,ZUMPANGO,15,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DE HOSPITALIZACIÓN,2,HOSPITAL GENERAL REGIONAL,HGR,NO ESPECIFICADO,99,55,0,55,254,0,254,HOSPITAL GENERAL REGIONAL NO. 200,SI,2,,2 ATENCIÓN Y TRATAMIENTO,,,,CARRETERA MÉXICO PACHUCA KM. 42,LOTE 31,,,,,"CARRETERA MÉXICO PACHUCA KM. 42+000, LOTE 31, SAN JERÓNIMO XONACAHUACÁN ESTADO DE MÉXICO",55745,EN OPERACION,1,31/10/2011,16/12/2011,19.7428,-98.9729,NO ESPECIFICADO,99,SEGUNDO NIVEL,2,URBANO,2,,15175862,364579,32,32,34,37
19.2716,-99.6608,19.2716,-99.6608,12485,MCSME000011,MEXICO,15,TOLUCA,106,15106,TOLUCA DE LERDO,1,TOLUCA,5,SERVICIOS MEDICOS ESTATALES,SME,DE HOSPITALIZACIÓN,2,NO ESPECIFICADO,99,NO ESPECIFICADO,99,19,0,19,192,0,192,HOSPITAL PARA EL NIÑO IMIEM,SI,2,,2 ATENCIÓN Y TRATAMIENTO,,5,CALLE,COLÓN ESQUINA PASEO TOLLOCAN,SIN NÚMERO,SIN NÚMERO,,,ISIDRO FABELA,"PASEO COLÓN S/N ESQUINA PASEO TOLLOCAN, COL. ISIDRO FABELA",50170,EN OPERACION,1,01/01/1961,01/11/1968,19.2716,-99.6608,NO ESPECIFICADO,99,SEGUNDO NIVEL,2,URBANO,2,,15175862,819561,38,41,43,45
19.3208,-99.6333,19.3208,-99.6333,13715,MCSSA010222,MEXICO,15,TOLUCA,106,15106,TOLUCA DE LERDO,1,TOLUCA,5,SECRETARIA DE SALUD,SSA,DE HOSPITALIZACIÓN,2,HOSPITAL ESPECIALIZADO,O,NO ESPECIFICADO,99,1,39,40,200,86,286,CENTRO MÉDICO LIC. ADOLFO LÓPEZ MATEOS,SI,2,,2 ATENCIÓN Y TRATAMIENTO,,,,NICOLAS SAN JUAN ESQUINA GANADERIA PARQUE RANCHO CUAUHTÉMOC,510 LOTE G,SIN NÚMERO,,,EXHACIENDA MAGDALENA,CALLE NICOLAS SAN JUAN ESQUINA GANADERIA LOTE G PARQUE RANCHO CUAUHTÉMOC EXHACIENDA MAGDALENA,50010,EN OPERACION,1,,01/06/2005,19.3208,-99.6333,SECRETARÍA DE SALUD ESTATAL,SESA,TERCER NIVEL,3,URBANO,2,CIRUGIA CARDIOVASCULAR Y TORACICA - IMAGENOLOGÍA | CARDIOLOGIA - IMAGENOLOGÍA | ANGIOLOGIA - IMAGENOLOGÍA | URGENCIAS - IMAGENOLOGIA | TRAUMATOLOGIA - IMAGENOLOGIA | REUMATOLOGÍA - IMAGENOLOGIA | PSIQUIATRIA - IMAGENOLOGIA | OTRAS ESPECIALIDADES - IMAGENOLOGIA | OTORRINOLARINGOLOGIA - IMAGENOLOGIA | OFTALMOLOGIA - IMAGENOLOGIA | NEUROLOGIA - IMAGENOLOGIA | NEUMOLOGIA - IMAGENOLOGIA | NEFROLOGIA - IMAGENOLOGIA | MEDICINA CRITICA - IMAGENOLOGIA | GASTROCIRUGIA - IMAGENOLOGIA | COLOPROCTOLOGIA - IMAGENOLOGIA | CIRUGIA PLASTICA Y RECONSTRUCTIVA - IMAGENOLOGIA | CIRUGIA MAXILOFACIAL - IMAGENOLOGIA | CIRUGIA DE TORAX - IMAGENOLOGIA | ANESTESIOLOGIA - IMAGENOLOGIA | UROLOGIA - HOSPITALIZACIÓN | TRAUMATOLOGIA - HOSPITALIZACIÓN | REUMATOLOGÍA - HOSPITALIZACIÓN | PSIQUIATRIA - HOSPITALIZACIÓN | PROCTOLOGIA - HOSPITALIZACIÓN | OTRAS ESPECIALIDADES - HOSPITALIZACIÓN | OTORROLARGOLOGÍA - HOSPITALIZACIÓN | ORTOPEDIA - HOSPITALIZACIÓN | OFTALMOLOGIA - HOSPITALIZACIÓN | NEUROLOGIA - HOSPITALIZACIÓN | NEUROCIRUGIA - HOSPITALIZACIÓN | NEUMOLOGIA - HOSPITALIZACIÓN | NEFROLOGÍA - HOSPITALIZACIÓN | INFECTOLOGÍA - HOSPITALIZACIÓN | HEMATOLOGÍA - HOSPITALIZACIÓN | GERIATRIA - HOSPITALIZACIÓN | GASTROENTEROLOGIA - HOSPITALIZACIÓN | CIRUGIA PLASTICA Y RECONSTRUCTIVA - HOSPITALIZACIÓN | CIRUGIA GENERAL - HOSPITALIZACIÓN | CIRUGIA CARDIOVASCULAR Y TORACICA - HOSPITALIZACIÓN | CARDIOLOGIA - HOSPITALIZACIÓN | ANGIOLOGIA - HOSPITALIZACIÓN | AISLADOS - HOSPITALIZACIÓN | NEFROLOGIA - HOSPITALIZACION | MEDICINA INTERNA - HOSPITALIZACION | ENDOCRINOLOGIA - HOSPITALIZACION | URGENCIAS - HEMODINAMIA | QUIRURGICAS - HEMODINAMIA | OTRAS ESPECIALIDADES - HEMODINAMIA | MEDICINA INTERNA - HEMODINAMIA | MEDICINA CRITICA - HEMODINAMIA | CIRUGIA CARDIOVASCULAR Y TORACICA - HEMODINAMIA | CARDIOLOGIA - HEMODINAMIA | URGENCIAS - ENDOSCOPIA | QUIRURGICAS - ENDOSCOPIA | PROCTOLOGIA - ENDOSCOPIA | OTRAS ESPECIALIDADES - ENDOSCOPIA | MEDICINA INTERNA - ENDOSCOPIA | GERIATRIA - ENDOSCOPIA | GASTROENTEROLOGIA - ENDOSCOPIA | GASTROCIRUGIA - ENDOSCOPIA | ENDOSCOPIA - ENDOSCOPIA | COLOPROCTOLOGIA - ENDOSCOPIA | ANESTESIOLOGIA - ENDOSCOPIA | UROLOGIA - CONSULTA EXTERNA ESPECIALIDADES | TRAUMATOLOGIA - CONSULTA EXTERNA ESPECIALIDADES | REUMATOLOGÍA - CONSULTA EXTERNA ESPECIALIDADES | PSIQUIATRIA - CONSULTA EXTERNA ESPECIALIDADES | PROCTOLOGIA - CONSULTA EXTERNA ESPECIALIDADES | OTRAS ESPECIALIDADES - CONSULTA EXTERNA ESPECIALIDADES | OTORROLARGOLOGÍA - CONSULTA EXTERNA ESPECIALIDADES | ORTOPEDIA - CONSULTA EXTERNA ESPECIALIDADES | OFTALMOLOGIA - CONSULTA EXTERNA ESPECIALIDADES | NEUROLOGIA - CONSULTA EXTERNA ESPECIALIDADES | NEUROCIRUGIA - CONSULTA EXTERNA ESPECIALIDADES | NEUMOLOGIA - CONSULTA EXTERNA ESPECIALIDADES | NEFROLOGÍA - CONSULTA EXTERNA ESPECIALIDADES | NEFROLOGIA - CONSULTA EXTERNA ESPECIALIDADES | MEDICINA INTERNA - CONSULTA EXTERNA ESPECIALIDADES | MEDICINA DEL DOLOR - CONSULTA EXTERNA ESPECIALIDADES | HEMATOLOGÍA - CONSULTA EXTERNA ESPECIALIDADES | GERIATRIA - CONSULTA EXTERNA ESPECIALIDADES | GASTROENTEROLOGIA - CONSULTA EXTERNA ESPECIALIDADES | EPIDEMIOLOGÍA - CONSULTA EXTERNA ESPECIALIDADES | ENDOCRINOLOGIA - CONSULTA EXTERNA ESPECIALIDADES | DERMATOLOGIA - CONSULTA EXTERNA ESPECIALIDADES | CIRUGIA PLASTICA Y RECONSTRUCTIVA - CONSULTA EXTERNA ESPECIALIDADES | CIRUGIA MAXILOFACIAL - CONSULTA EXTERNA ESPECIALIDADES | CIRUGIA GENERAL - CONSULTA EXTERNA ESPECIALIDADES | CIRUGIA CARDIOVASCULAR Y TORACICA - CONSULTA EXTERNA ESPECIALIDADES | CARDIOLOGIA - CONSULTA EXTERNA ESPECIALIDADES | ANGIOLOGIA - CONSULTA EXTERNA ESPECIALIDADES | ALERGOLOGÍA - CONSULTA EXTERNA ESPECIALIDADES | PSICOLOGÍA - CONSULTA EXTERNA BÁSICA | NUTRICIÓN - CONSULTA EXTERNA BÁSICA | MEDICINA GENERAL - CONSULTA EXTERNA BÁSICA | UROLOGIA - ANATOMIA PATOLOGICA | URGENCIAS - ANATOMIA PATOLOGICA | TRAUMATOLOGIA - ANATOMIA PATOLOGICA | REUMATOLOGÍA - ANATOMIA PATOLOGICA | PROCTOLOGIA - ANATOMIA PATOLOGICA | OTRAS ESPECIALIDADES - ANATOMIA PATOLOGICA | OTORRINOLARINGOLOGIA - ANATOMIA PATOLOGICA | ORTOPEDIA - ANATOMIA PATOLOGICA | OFTALMOLOGIA - ANATOMIA PATOLOGICA | NEUROLOGIA - ANATOMIA PATOLOGICA | NEUROCIRUGIA - ANATOMIA PATOLOGICA | NEUMOLOGIA - ANATOMIA PATOLOGICA | NEFROLOGIA - ANATOMIA PATOLOGICA | MEDICINA INTERNA - ANATOMIA PATOLOGICA | MEDICINA CRITICA - ANATOMIA PATOLOGICA | INFECTOLOGÍA - ANATOMIA PATOLOGICA | HEMATOLOGÍA - ANATOMIA PATOLOGICA | GERIATRIA - ANATOMIA PATOLOGICA | GASTROENTEROLOGIA - ANATOMIA PATOLOGICA | EPIDEMIOLOGÍA - ANATOMIA PATOLOGICA | ENDOCRINOLOGIA - ANATOMIA PATOLOGICA | DERMATOLOGIA - ANATOMIA PATOLOGICA | COLOPROCTOLOGIA - ANATOMIA PATOLOGICA | CIRUGIA PLASTICA Y RECONSTRUCTIVA - ANATOMIA PATOLOGICA | CIRUGIA MAXILOFACIAL - ANATOMIA PATOLOGICA | CIRUGIA GENERAL - ANATOMIA PATOLOGICA | CIRUGIA DE TORAX - ANATOMIA PATOLOGICA | CIRUGIA CARDIOVASCULAR Y TORACICA - ANATOMIA PATOLOGICA | CARDIOLOGIA - ANATOMIA PATOLOGICA | ALERGOLOGÍA - ANATOMIA PATOLOGICA | UROLOGIA - URGENCIAS | URGENCIAS - URGENCIAS | QUIRURGICAS - URGENCIAS | OTORRINOLARINGOLOGIA - URGENCIAS | OFTALMOLOGIA - URGENCIAS | NEUROLOGIA - URGENCIAS | NEUMOLOGIA - URGENCIAS | NEFROLOGIA - URGENCIAS | MEDICINA INTERNA - URGENCIAS | MEDICINA CRITICA - URGENCIAS | GASTROENTEROLOGIA - URGENCIAS | COLOPROCTOLOGIA - URGENCIAS | CIRUGIA PLASTICA Y RECONSTRUCTIVA - URGENCIAS | CIRUGIA GENERAL - URGENCIAS | CIRUGIA CARDIOVASCULAR Y TORACICA - URGENCIAS | CARDIOLOGIA - URGENCIAS | NEFROLOGIA - UNIDAD DE HEMODIÁLISIS | NEFROLOGIA - UNIDAD DE DIALISIS | MEDICINA INTERNA - UNIDAD DE DIALISIS | MEDICINA CRITICA - UNIDAD DE DIALISIS | UROLOGIA - UNIDAD DE CUIDADOS INTENSIVOS | URGENCIAS - UNIDAD DE CUIDADOS INTENSIVOS | TRAUMATOLOGIA - UNIDAD DE CUIDADOS INTENSIVOS | QUIRURGICAS - UNIDAD DE CUIDADOS INTENSIVOS | PROCTOLOGIA - UNIDAD DE CUIDADOS INTENSIVOS | OTRAS ESPECIALIDADES - UNIDAD DE CUIDADOS INTENSIVOS | OTORRINOLARINGOLOGIA - UNIDAD DE CUIDADOS INTENSIVOS | ORTOPEDIA - UNIDAD DE CUIDADOS INTENSIVOS | OFTALMOLOGIA - UNIDAD DE CUIDADOS INTENSIVOS | NEUROLOGIA - UNIDAD DE CUIDADOS INTENSIVOS | NEUROCIRUGIA - UNIDAD DE CUIDADOS INTENSIVOS | NEUMOLOGIA - UNIDAD DE CUIDADOS INTENSIVOS | NEFROLOGIA - UNIDAD DE CUIDADOS INTENSIVOS | MEDICINA INTERNA - UNIDAD DE CUIDADOS INTENSIVOS | MEDICINA CRITICA - UNIDAD DE CUIDADOS INTENSIVOS | INFECTOLOGÍA - UNIDAD DE CUIDADOS INTENSIVOS | HEMATOLOGÍA - UNIDAD DE CUIDADOS INTENSIVOS | GERIATRIA - UNIDAD DE CUIDADOS INTENSIVOS | GASTROENTEROLOGIA - UNIDAD DE CUIDADOS INTENSIVOS | GASTROCIRUGIA - UNIDAD DE CUIDADOS INTENSIVOS | EPIDEMIOLOGÍA - UNIDAD DE CUIDADOS INTENSIVOS | ENDOCRINOLOGIA - UNIDAD DE CUIDADOS INTENSIVOS | COLOPROCTOLOGIA - UNIDAD DE CUIDADOS INTENSIVOS | CIRUGIA PLASTICA Y RECONSTRUCTIVA - UNIDAD DE CUIDADOS INTENSIVOS | CIRUGIA MAXILOFACIAL - UNIDAD DE CUIDADOS INTENSIVOS | CIRUGIA GENERAL - UNIDAD DE CUIDADOS INTENSIVOS | CIRUGIA DE TORAX - UNIDAD DE CUIDADOS INTENSIVOS | CIRUGIA CARDIOVASCULAR Y TORACICA - UNIDAD DE CUIDADOS INTENSIVOS | CARDIOLOGIA - UNIDAD DE CUIDADOS INTENSIVOS | ANGIOLOGIA - UNIDAD DE CUIDADOS INTENSIVOS | ANESTESIOLOGIA - UNIDAD DE CUIDADOS INTENSIVOS | ALERGOLOGÍA - UNIDAD DE CUIDADOS INTENSIVOS | AISLADOS - UNIDAD DE CUIDADOS INTENSIVOS | UROLOGIA - QUIROFANO | URGENCIAS - QUIROFANO | TRAUMATOLOGIA - QUIROFANO | QUIRURGICAS - QUIROFANO | PROCTOLOGIA - QUIROFANO | OTRAS ESPECIALIDADES - QUIROFANO | OTORRINOLARINGOLOGIA - QUIROFANO | ORTOPEDIA - QUIROFANO | OFTALMOLOGIA - QUIROFANO | NEUROCIRUGIA - QUIROFANO | MEDICINA CRITICA - QUIROFANO | GERIATRIA - QUIROFANO | GASTROENTEROLOGIA - QUIROFANO | GASTROCIRUGIA - QUIROFANO | ENDOCRINOLOGIA - QUIROFANO | DERMATOLOGIA - QUIROFANO | COLOPROCTOLOGIA - QUIROFANO | CIRUGIA PLASTICA Y RECONSTRUCTIVA - QUIROFANO | CIRUGIA MAXILOFACIAL - QUIROFANO | CIRUGIA GENERAL - QUIROFANO | CIRUGIA ENDOSCOPICA - QUIROFANO | CIRUGIA ENDOCRINA - QUIROFANO | CIRUGIA DE TORAX - QUIROFANO | CIRUGIA CARDIOVASCULAR Y TORACICA - QUIROFANO | CARDIOLOGIA - QUIROFANO | ANESTESIOLOGIA - QUIROFANO | LABORATORIO DE MICROBIOLOGÍA - LABORATORIO | LABORATORIO CLÍNICO - LABORATORIO | URGENCIAS - INHALOTERAPIA | OTRAS ESPECIALIDADES - INHALOTERAPIA | NEUMOLOGIA - INHALOTERAPIA | MEDICINA INTERNA - INHALOTERAPIA | CIRUGIA GENERAL - INHALOTERAPIA | ANESTESIOLOGIA - INHALOTERAPIA | ALERGOLOGÍA - INHALOTERAPIA | UROLOGIA - IMAGENOLOGÍA | QUIRURGICAS - IMAGENOLOGÍA | PROCTOLOGIA - IMAGENOLOGÍA | ORTOPEDIA - IMAGENOLOGÍA | NEUROCIRUGIA - IMAGENOLOGÍA | MEDICINA INTERNA - IMAGENOLOGÍA | IMAGENOLOGIA - IMAGENOLOGÍA | CIRUGIA GENERAL - IMAGENOLOGÍA |,15175862,819561,38,41,43,45
19.2726,-99.6576,19.2726,-99.6576,13744,MCSSA015391,MEXICO,15,TOLUCA,106,15106,TOLUCA DE LERDO,1,TOLUCA,5,SECRETARIA DE SALUD,SSA,DE APOYO,3,LABORATORIOS,LAB,NO ESPECIFICADO,99,0,0,0,0,0,0,LABORATORIO ESTATAL DE SALUD PÚBLICA,SI,1,1 PRUEBAS DE DETECCIÓN,,,5,CALLE,TOLLOCAN,SIN NÚMERO,SIN NÚMERO,,,UNIVERSIDAD,PASEO TOLLOCAN S/N COL. UNIVERSIDAD,50130,EN OPERACION,1,,,19.2726,-99.6576,SECRETARÍA DE SALUD ESTATAL,SESA,NO APLICA,6,URBANO,2,,15175862,819561,38,41,43,45
